"","HostName","ParName","HostParPair"
"5517","Saimiri sciureus","Flavivirus Yellow fever virus","Saimiri sciureus, Flavivirus Yellow fever virus"
"5518","Saimiri sciureus","Fonsecalges saimirii","Saimiri sciureus, Fonsecalges saimirii"
"5519","Saimiri sciureus","Gongylonemoides saimirisi","Saimiri sciureus, Gongylonemoides saimirisi"
"5520","Saimiri sciureus","Isospora saimirae","Saimiri sciureus, Isospora saimirae"
"5521","Saimiri sciureus","Lobatorobius sceleratus","Saimiri sciureus, Lobatorobius sceleratus"
"5522","Saimiri sciureus","Longistriata dubia","Saimiri sciureus, Longistriata dubia"
"5523","Saimiri sciureus","Mansonella colombiensis","Saimiri sciureus, Mansonella colombiensis"
"5524","Saimiri sciureus","Mansonella mariae","Saimiri sciureus, Mansonella mariae"
"5525","Saimiri sciureus","Mansonella marmosetae","Saimiri sciureus, Mansonella marmosetae"
"5526","Saimiri sciureus","Mansonella peruviana","Saimiri sciureus, Mansonella peruviana"
"5527","Saimiri sciureus","Mansonella saimiri","Saimiri sciureus, Mansonella saimiri"
"5528","Saimiri sciureus","Molineus elegans","Saimiri sciureus, Molineus elegans"
"5529","Saimiri sciureus","Molineus torulosus","Saimiri sciureus, Molineus torulosus"
"5530","Saimiri sciureus","Molineus vexillarius","Saimiri sciureus, Molineus vexillarius"
"5531","Saimiri sciureus","Oochoristica megastoma","Saimiri sciureus, Oochoristica megastoma"
"5532","Saimiri sciureus","Plasmodium brasilianum","Saimiri sciureus, Plasmodium brasilianum"
"5533","Saimiri sciureus","Plasmodium falciparum","Saimiri sciureus, Plasmodium falciparum"
"5534","Saimiri sciureus","Prosthenorchis elegans","Saimiri sciureus, Prosthenorchis elegans"
"5535","Saimiri sciureus","Trypanosoma cruzi","Saimiri sciureus, Trypanosoma cruzi"
"5536","Saimiri sciureus","Trypanosoma minasense","Saimiri sciureus, Trypanosoma minasense"
"5537","Saimiri sciureus","Trypanosoma rangeli","Saimiri sciureus, Trypanosoma rangeli"
"5538","Saimiri sciureus","Trypanosoma sanmartini","Saimiri sciureus, Trypanosoma sanmartini"
"5539","Saimiri sciureus","Trypanoxyuris sceleratus","Saimiri sciureus, Trypanoxyuris sceleratus"
"5540","Saimiri ustus","Plasmodium brasilianum","Saimiri ustus, Plasmodium brasilianum"
"5541","Saimiri ustus","Trypanosoma cruzi","Saimiri ustus, Trypanosoma cruzi"
"5542","Saimiri ustus","Trypanosoma minasense","Saimiri ustus, Trypanosoma minasense"
"5543","Saimiri ustus","Trypanosoma rangeli","Saimiri ustus, Trypanosoma rangeli"
"5544","Semnopithecus entellus","Colobenterobius entellus","Semnopithecus entellus, Colobenterobius entellus"
"5545","Semnopithecus entellus","Colobenterobius zakiri","Semnopithecus entellus, Colobenterobius zakiri"
"5546","Semnopithecus entellus","Flavivirus Tick-borne encephalitis virus","Semnopithecus entellus, Flavivirus Tick-borne encephalitis virus"
"5547","Semnopithecus entellus","Hepatocystis semnopitheci","Semnopithecus entellus, Hepatocystis semnopitheci"
"5548","Semnopithecus entellus","Influenzavirus A Influenza A virus","Semnopithecus entellus, Influenzavirus A Influenza A virus"
"5549","Semnopithecus entellus","Plasmodium cynomolgi","Semnopithecus entellus, Plasmodium cynomolgi"
"5550","Semnopithecus entellus","Rubulavirus Parainfluenza virus 5","Semnopithecus entellus, Rubulavirus Parainfluenza virus 5"
"5551","Semnopithecus priam","Entamoeba histolytica","Semnopithecus priam, Entamoeba histolytica"
"5552","Semnopithecus priam","Escherichia coli","Semnopithecus priam, Escherichia coli"
"5553","Speothos venaticus","Amblyomma cajennense","Speothos venaticus, Amblyomma cajennense"
"5554","Speothos venaticus","Amblyomma ovale","Speothos venaticus, Amblyomma ovale"
"5555","Spilogale gracilis","Dirofilaria immitis","Spilogale gracilis, Dirofilaria immitis"
"5556","Spilogale gracilis","Ixodes kingi","Spilogale gracilis, Ixodes kingi"
"5557","Spilogale gracilis","Ixodes pacificus","Spilogale gracilis, Ixodes pacificus"
"5558","Spilogale gracilis","Lyssavirus Rabies lyssavirus","Spilogale gracilis, Lyssavirus Rabies lyssavirus"
"5559","Spilogale gracilis","Macracanthorhynchus ingens","Spilogale gracilis, Macracanthorhynchus ingens"
"5560","Spilogale gracilis","Mathevotaenia mephitis","Spilogale gracilis, Mathevotaenia mephitis"
"5561","Spilogale gracilis","Neotrichodectes mephitidis","Spilogale gracilis, Neotrichodectes mephitidis"
"5562","Spilogale gracilis","Nosopsyllus fasciatus","Spilogale gracilis, Nosopsyllus fasciatus"
"5563","Spilogale gracilis","Pachysentis canicola","Spilogale gracilis, Pachysentis canicola"
"5564","Spilogale gracilis","Physaloptera maxillaris","Spilogale gracilis, Physaloptera maxillaris"
"5565","Spilogale gracilis","Protoparvovirus Carnivore protoparvovirus 1","Spilogale gracilis, Protoparvovirus Carnivore protoparvovirus 1"
"5566","Spilogale gracilis","Pulex irritans","Spilogale gracilis, Pulex irritans"
"5567","Spilogale gracilis","Toxoplasma gondii","Spilogale gracilis, Toxoplasma gondii"
"5568","Spilogale putorius","Baylisascaris columnaris","Spilogale putorius, Baylisascaris columnaris"
"5569","Spilogale putorius","Capillaria aerophila","Spilogale putorius, Capillaria aerophila"
"5570","Spilogale putorius","Capillaria procyonis","Spilogale putorius, Capillaria procyonis"
"5571","Spilogale putorius","Capillaria putorii","Spilogale putorius, Capillaria putorii"
"5572","Spilogale putorius","Eimeria mephitidis","Spilogale putorius, Eimeria mephitidis"
"5573","Spilogale putorius","Isospora sengeri","Spilogale putorius, Isospora sengeri"
"5574","Spilogale putorius","Isospora spilogales","Spilogale putorius, Isospora spilogales"
"5575","Spilogale putorius","Placoconus lotoris","Spilogale putorius, Placoconus lotoris"
"5576","Suricata suricatta","Lyssavirus Rabies lyssavirus","Suricata suricatta, Lyssavirus Rabies lyssavirus"
"5577","Suricata suricatta","Mycobacterium bovis","Suricata suricatta, Mycobacterium bovis"
"5578","Suricata suricatta","Mycobacterium tuberculosis","Suricata suricatta, Mycobacterium tuberculosis"
"5579","Sus barbatus","Dermacentor atrosignatus","Sus barbatus, Dermacentor atrosignatus"
"5580","Sus barbatus","Dermacentor steini","Sus barbatus, Dermacentor steini"
"5581","Sus celebensis","Dermacentor steini","Sus celebensis, Dermacentor steini"
"5582","Sus celebensis","Porcine lymphotropic herpesvirus 1","Sus celebensis, Porcine lymphotropic herpesvirus 1"
"5583","Sus philippensis","Dermacentor steini","Sus philippensis, Dermacentor steini"
"5584","Sus scrofa","Alphavirus Sindbis virus","Sus scrofa, Alphavirus Sindbis virus"
"5585","Sus scrofa","Amblyomma americanum","Sus scrofa, Amblyomma americanum"
"5586","Sus scrofa","Amblyomma cajennense","Sus scrofa, Amblyomma cajennense"
"5587","Sus scrofa","Amblyomma javanense","Sus scrofa, Amblyomma javanense"
"5588","Sus scrofa","Amblyomma maculatum","Sus scrofa, Amblyomma maculatum"
"5589","Sus scrofa","Amblyomma naponense","Sus scrofa, Amblyomma naponense"
"5590","Sus scrofa","Amblyomma oblongoguttatum","Sus scrofa, Amblyomma oblongoguttatum"
"5591","Sus scrofa","Amblyomma ovale","Sus scrofa, Amblyomma ovale"
"5592","Sus scrofa","Amblyomma scalpturatum","Sus scrofa, Amblyomma scalpturatum"
"5593","Sus scrofa","Amblyomma triguttatum","Sus scrofa, Amblyomma triguttatum"
"5594","Sus scrofa","Anaplasma marginale","Sus scrofa, Anaplasma marginale"
"5595","Sus scrofa","Anaplasma phagocytophilum","Sus scrofa, Anaplasma phagocytophilum"
"5596","Sus scrofa","Arterivirus Porcine reproductive and respiratory syndrome virus 1","Sus scrofa, Arterivirus Porcine reproductive and respiratory syndrome virus 1"
"5597","Sus scrofa","Arthroderma benhamiae","Sus scrofa, Arthroderma benhamiae"
"5598","Sus scrofa","Ascaris suum","Sus scrofa, Ascaris suum"
"5599","Sus scrofa","Ascarops dentata","Sus scrofa, Ascarops dentata"
"5600","Sus scrofa","Ascarops strongylina","Sus scrofa, Ascarops strongylina"
"5601","Sus scrofa","Asfivirus African swine fever virus","Sus scrofa, Asfivirus African swine fever virus"
"5602","Sus scrofa","Borrelia burgdorferi","Sus scrofa, Borrelia burgdorferi"
"5603","Sus scrofa","Brucella abortus","Sus scrofa, Brucella abortus"
"5604","Sus scrofa","Brucella suis","Sus scrofa, Brucella suis"
"5605","Sus scrofa","Capillaria garfiai","Sus scrofa, Capillaria garfiai"
"5606","Sus scrofa","Capillaria myoxinitelae","Sus scrofa, Capillaria myoxinitelae"
"5607","Sus scrofa","Ceratospira opthalmica","Sus scrofa, Ceratospira opthalmica"
"5608","Sus scrofa","Chlamydophila abortus","Sus scrofa, Chlamydophila abortus"
"5609","Sus scrofa","Chrysosporium keratinophilum","Sus scrofa, Chrysosporium keratinophilum"
"5610","Sus scrofa","Chrysosporium tropicum","Sus scrofa, Chrysosporium tropicum"
"5611","Sus scrofa","Coxiella burnetii","Sus scrofa, Coxiella burnetii"
"5612","Sus scrofa","Cryptosporidium parvum","Sus scrofa, Cryptosporidium parvum"
"5613","Sus scrofa","Demodex phylloides","Sus scrofa, Demodex phylloides"
"5614","Sus scrofa","Dermacentor atrosignatus","Sus scrofa, Dermacentor atrosignatus"
"5615","Sus scrofa","Dermacentor auratus","Sus scrofa, Dermacentor auratus"
"5616","Sus scrofa","Dermacentor marginatus","Sus scrofa, Dermacentor marginatus"
"5617","Sus scrofa","Dermacentor reticulatus","Sus scrofa, Dermacentor reticulatus"
"5618","Sus scrofa","Dermacentor steini","Sus scrofa, Dermacentor steini"
"5619","Sus scrofa","Dermacentor taiwanensis","Sus scrofa, Dermacentor taiwanensis"
"5620","Sus scrofa","Dermacentor variabilis","Sus scrofa, Dermacentor variabilis"
"5621","Sus scrofa","Dicrocoelium dendriticum","Sus scrofa, Dicrocoelium dendriticum"
"5622","Sus scrofa","Echinococcus granulosus","Sus scrofa, Echinococcus granulosus"
"5623","Sus scrofa","Erysipelothrix rhusiopathiae","Sus scrofa, Erysipelothrix rhusiopathiae"
"5624","Sus scrofa","Fasciola gigantica","Sus scrofa, Fasciola gigantica"
"5625","Sus scrofa","Fasciola hepatica","Sus scrofa, Fasciola hepatica"
"5626","Sus scrofa","Fascioloides magna","Sus scrofa, Fascioloides magna"
"5627","Sus scrofa","Flavivirus Tick-borne encephalitis virus","Sus scrofa, Flavivirus Tick-borne encephalitis virus"
"5628","Sus scrofa","Flavivirus West Nile virus","Sus scrofa, Flavivirus West Nile virus"
"5629","Sus scrofa","Francisella tularensis","Sus scrofa, Francisella tularensis"
"5630","Sus scrofa","Globocephalus samoensis","Sus scrofa, Globocephalus samoensis"
"5631","Sus scrofa","Globocephalus urosubulatus","Sus scrofa, Globocephalus urosubulatus"
"5632","Sus scrofa","Gnathostoma doloresi","Sus scrofa, Gnathostoma doloresi"
"5633","Sus scrofa","Gongylonema pulchrum","Sus scrofa, Gongylonema pulchrum"
"5634","Sus scrofa","Haemaphysalis flava","Sus scrofa, Haemaphysalis flava"
"5635","Sus scrofa","Haemaphysalis longicornis","Sus scrofa, Haemaphysalis longicornis"
"5636","Sus scrofa","Hyalomma anatolicum","Sus scrofa, Hyalomma anatolicum"
"5637","Sus scrofa","Hyalomma lusitanicum","Sus scrofa, Hyalomma lusitanicum"
"5638","Sus scrofa","Hyalomma marginatum","Sus scrofa, Hyalomma marginatum"
"5639","Sus scrofa","Influenzavirus A Influenza A virus","Sus scrofa, Influenzavirus A Influenza A virus"
"5640","Sus scrofa","Ixodes ricinus","Sus scrofa, Ixodes ricinus"
"5641","Sus scrofa","Leptospira interrogans","Sus scrofa, Leptospira interrogans"
"5642","Sus scrofa","Listeria monocytogenes","Sus scrofa, Listeria monocytogenes"
"5643","Sus scrofa","Macracanthorhynchus hirudinaceus","Sus scrofa, Macracanthorhynchus hirudinaceus"
"5644","Sus scrofa","Metastrongylus apri","Sus scrofa, Metastrongylus apri"
"5645","Sus scrofa","Metastrongylus asymmetricus","Sus scrofa, Metastrongylus asymmetricus"
"5646","Sus scrofa","Metastrongylus confusus","Sus scrofa, Metastrongylus confusus"
"5647","Sus scrofa","Metastrongylus elongatus","Sus scrofa, Metastrongylus elongatus"
"5648","Sus scrofa","Metastrongylus pudentotectus","Sus scrofa, Metastrongylus pudentotectus"
"5649","Sus scrofa","Metastrongylus salmi","Sus scrofa, Metastrongylus salmi"
"5650","Sus scrofa","Mycobacterium avium","Sus scrofa, Mycobacterium avium"
"5651","Sus scrofa","Mycobacterium bovis","Sus scrofa, Mycobacterium bovis"
"5652","Sus scrofa","Mycobacterium flavescens","Sus scrofa, Mycobacterium flavescens"
"5653","Sus scrofa","Mycobacterium fortuitum","Sus scrofa, Mycobacterium fortuitum"
"5654","Sus scrofa","Mycobacterium terrae","Sus scrofa, Mycobacterium terrae"
"5655","Sus scrofa","Mycobacterium tuberculosis","Sus scrofa, Mycobacterium tuberculosis"
"5656","Sus scrofa","Nairovirus Thiafora nairovirus","Sus scrofa, Nairovirus Thiafora nairovirus"
"5657","Sus scrofa","Oesophagostomum dentatum","Sus scrofa, Oesophagostomum dentatum"
"5658","Sus scrofa","Oesophagostomum quadrispinulatum","Sus scrofa, Oesophagostomum quadrispinulatum"
"5659","Sus scrofa","Onchocerca dewittei","Sus scrofa, Onchocerca dewittei"
"5660","Sus scrofa","Orthobunyavirus Bunyamwera orthobunyavirus","Sus scrofa, Orthobunyavirus Bunyamwera orthobunyavirus"
"5661","Sus scrofa","Orthobunyavirus California encephalitis orthobunyavirus","Sus scrofa, Orthobunyavirus California encephalitis orthobunyavirus"
"5662","Sus scrofa","Pasteurella multocida","Sus scrofa, Pasteurella multocida"
"5663","Sus scrofa","Pestivirus Classical swine fever virus","Sus scrofa, Pestivirus Classical swine fever virus"
"5664","Sus scrofa","Phlebovirus Bhanja virus","Sus scrofa, Phlebovirus Bhanja virus"
"5665","Sus scrofa","Physocephalus sexalatus","Sus scrofa, Physocephalus sexalatus"
"5666","Sus scrofa","Protoparvovirus Ungulate protoparvovirus 1","Sus scrofa, Protoparvovirus Ungulate protoparvovirus 1"
"5667","Sus scrofa","Rhipicephalus bursa","Sus scrofa, Rhipicephalus bursa"
"5668","Sus scrofa","Rhipicephalus sanguineus","Sus scrofa, Rhipicephalus sanguineus"
"5669","Sus scrofa","Rickettsia slovaca","Sus scrofa, Rickettsia slovaca"
"5670","Sus scrofa","Spirometra mansonoides","Sus scrofa, Spirometra mansonoides"
"5671","Sus scrofa","Stephanurus dentatus","Sus scrofa, Stephanurus dentatus"
"5672","Sus scrofa","Taenia hydatigena","Sus scrofa, Taenia hydatigena"
"5673","Sus scrofa","Taenia solium","Sus scrofa, Taenia solium"
"5674","Sus scrofa","Toxoplasma gondii","Sus scrofa, Toxoplasma gondii"
"5675","Sus scrofa","Trichinella britovi","Sus scrofa, Trichinella britovi"
"5676","Sus scrofa","Trichinella nativa","Sus scrofa, Trichinella nativa"
"5677","Sus scrofa","Trichinella papuae","Sus scrofa, Trichinella papuae"
"5678","Sus scrofa","Trichinella pseudospiralis","Sus scrofa, Trichinella pseudospiralis"
"5679","Sus scrofa","Trichinella spiralis","Sus scrofa, Trichinella spiralis"
"5680","Sus scrofa","Trichophyton terrestre","Sus scrofa, Trichophyton terrestre"
"5681","Sus scrofa","Trichuris suis","Sus scrofa, Trichuris suis"
"5682","Sus scrofa","Trypanosoma cruzi","Sus scrofa, Trypanosoma cruzi"
"5683","Sus scrofa","Trypanosoma evansi","Sus scrofa, Trypanosoma evansi"
"5684","Sus scrofa","Varicellovirus Suid alphaherpesvirus 1","Sus scrofa, Varicellovirus Suid alphaherpesvirus 1"
"5685","Sus scrofa","Vesiculovirus Indiana vesiculovirus","Sus scrofa, Vesiculovirus Indiana vesiculovirus"
"5686","Sus scrofa","Vesiculovirus New Jersey vesiculovirus","Sus scrofa, Vesiculovirus New Jersey vesiculovirus"
"5687","Sus scrofa","Yersinia aldovae","Sus scrofa, Yersinia aldovae"
"5688","Sus scrofa","Yersinia enterocolitica","Sus scrofa, Yersinia enterocolitica"
"5689","Sus scrofa","Yersinia frederiksenii","Sus scrofa, Yersinia frederiksenii"
"5690","Sus scrofa","Yersinia pseudotuberculosis","Sus scrofa, Yersinia pseudotuberculosis"
"5691","Sylvicapra grimmia","Amblyomma hebraeum","Sylvicapra grimmia, Amblyomma hebraeum"
"5692","Sylvicapra grimmia","Cooperia acutispiculum","Sylvicapra grimmia, Cooperia acutispiculum"
"5693","Sylvicapra grimmia","Cooperia hungi","Sylvicapra grimmia, Cooperia hungi"
"5694","Sylvicapra grimmia","Cooperia neitzi","Sylvicapra grimmia, Cooperia neitzi"
"5695","Sylvicapra grimmia","Cooperia pectinata","Sylvicapra grimmia, Cooperia pectinata"
"5696","Sylvicapra grimmia","Ctenocephalides felis","Sylvicapra grimmia, Ctenocephalides felis"
"5697","Sylvicapra grimmia","Damalinia lerouxi","Sylvicapra grimmia, Damalinia lerouxi"
"5698","Sylvicapra grimmia","Haemaphysalis aciculifer","Sylvicapra grimmia, Haemaphysalis aciculifer"
"5699","Sylvicapra grimmia","Haemonchus contortus","Sylvicapra grimmia, Haemonchus contortus"
"5700","Sylvicapra grimmia","Haemonchus vegliai","Sylvicapra grimmia, Haemonchus vegliai"
"5701","Sylvicapra grimmia","Hyalomma truncatum","Sylvicapra grimmia, Hyalomma truncatum"
"5702","Sylvicapra grimmia","Impalaia tuberculata","Sylvicapra grimmia, Impalaia tuberculata"
"5703","Sylvicapra grimmia","Ixodes pilosus","Sylvicapra grimmia, Ixodes pilosus"
"5704","Sylvicapra grimmia","Linognathus breviceps","Sylvicapra grimmia, Linognathus breviceps"
"5705","Sylvicapra grimmia","Linognathus zumpti","Sylvicapra grimmia, Linognathus zumpti"
"5706","Sylvicapra grimmia","Lipoptena paradoxa","Sylvicapra grimmia, Lipoptena paradoxa"
"5707","Sylvicapra grimmia","Longistrongylus sabie","Sylvicapra grimmia, Longistrongylus sabie"
"5708","Sylvicapra grimmia","Moniezia expansa","Sylvicapra grimmia, Moniezia expansa"
"5709","Sylvicapra grimmia","Nairovirus Crimean-Congo hemorrhagic fever nairovirus","Sylvicapra grimmia, Nairovirus Crimean-Congo hemorrhagic fever nairovirus"
"5710","Sylvicapra grimmia","Nematodirus abnormalis","Sylvicapra grimmia, Nematodirus abnormalis"
"5711","Sylvicapra grimmia","Nematodirus spathiger","Sylvicapra grimmia, Nematodirus spathiger"
"5712","Sylvicapra grimmia","Rhipicephalus appendiculatus","Sylvicapra grimmia, Rhipicephalus appendiculatus"
"5713","Sylvicapra grimmia","Rhipicephalus decoloratus","Sylvicapra grimmia, Rhipicephalus decoloratus"
"5714","Sylvicapra grimmia","Rhipicephalus evertsi","Sylvicapra grimmia, Rhipicephalus evertsi"
"5715","Sylvicapra grimmia","Rhipicephalus glabroscutatum","Sylvicapra grimmia, Rhipicephalus glabroscutatum"
"5716","Sylvicapra grimmia","Rhipicephalus lunulatus","Sylvicapra grimmia, Rhipicephalus lunulatus"
"5717","Sylvicapra grimmia","Rhipicephalus microplus","Sylvicapra grimmia, Rhipicephalus microplus"
"5718","Sylvicapra grimmia","Rhipicephalus muehlensi","Sylvicapra grimmia, Rhipicephalus muehlensi"
"5719","Sylvicapra grimmia","Setaria caelum","Sylvicapra grimmia, Setaria caelum"
"5720","Sylvicapra grimmia","Setaria scalprum","Sylvicapra grimmia, Setaria scalprum"
"5721","Sylvicapra grimmia","Stilesia hepatica","Sylvicapra grimmia, Stilesia hepatica"
"5722","Sylvicapra grimmia","Taenia hydatigena","Sylvicapra grimmia, Taenia hydatigena"
"5723","Sylvicapra grimmia","Teladorsagia circumcincta","Sylvicapra grimmia, Teladorsagia circumcincta"
"5724","Sylvicapra grimmia","Trichostrongylus axei","Sylvicapra grimmia, Trichostrongylus axei"
"5725","Sylvicapra grimmia","Trichostrongylus colubriformis","Sylvicapra grimmia, Trichostrongylus colubriformis"
"5726","Sylvicapra grimmia","Trichostrongylus falculatus","Sylvicapra grimmia, Trichostrongylus falculatus"
"5727","Sylvicapra grimmia","Trichostrongylus instabilis","Sylvicapra grimmia, Trichostrongylus instabilis"
"5728","Sylvicapra grimmia","Trichostrongylus thomasi","Sylvicapra grimmia, Trichostrongylus thomasi"
"5729","Symphalangus syndactylus","Oesophagostomum aculeatum","Symphalangus syndactylus, Oesophagostomum aculeatum"
"5730","Syncerus caffer","Africanostrongylus buceros","Syncerus caffer, Africanostrongylus buceros"
"5731","Syncerus caffer","Agriostomum gorgonis","Syncerus caffer, Agriostomum gorgonis"
"5732","Syncerus caffer","Amblyomma cohaerens","Syncerus caffer, Amblyomma cohaerens"
"5733","Syncerus caffer","Amblyomma gemma","Syncerus caffer, Amblyomma gemma"
"5734","Syncerus caffer","Amblyomma hebraeum","Syncerus caffer, Amblyomma hebraeum"
"5735","Syncerus caffer","Amblyomma marmoreum","Syncerus caffer, Amblyomma marmoreum"
"5736","Syncerus caffer","Amblyomma sparsum","Syncerus caffer, Amblyomma sparsum"
"5737","Syncerus caffer","Amblyomma variegatum","Syncerus caffer, Amblyomma variegatum"
"5738","Syncerus caffer","Aphthovirus Foot-and-mouth disease virus","Syncerus caffer, Aphthovirus Foot-and-mouth disease virus"
"5739","Syncerus caffer","Bacillus anthracis","Syncerus caffer, Bacillus anthracis"
"5740","Syncerus caffer","Bovine herpesvirus 3","Syncerus caffer, Bovine herpesvirus 3"
"5741","Syncerus caffer","Brucella abortus","Syncerus caffer, Brucella abortus"
"5742","Syncerus caffer","Carmyerius gregarius","Syncerus caffer, Carmyerius gregarius"
"5743","Syncerus caffer","Cotylophoron macrosphinctris","Syncerus caffer, Cotylophoron macrosphinctris"
"5744","Syncerus caffer","Ehrlichia ruminantium","Syncerus caffer, Ehrlichia ruminantium"
"5745","Syncerus caffer","Ephemerovirus Bovine ephemeral fever virus","Syncerus caffer, Ephemerovirus Bovine ephemeral fever virus"
"5746","Syncerus caffer","Haemaphysalis silacea","Syncerus caffer, Haemaphysalis silacea"
"5747","Syncerus caffer","Haemonchus contortus","Syncerus caffer, Haemonchus contortus"
"5748","Syncerus caffer","Hyalomma marginatum","Syncerus caffer, Hyalomma marginatum"
"5749","Syncerus caffer","Hyalomma truncatum","Syncerus caffer, Hyalomma truncatum"
"5750","Syncerus caffer","Impalaia tuberculata","Syncerus caffer, Impalaia tuberculata"
"5751","Syncerus caffer","Leptospira interrogans","Syncerus caffer, Leptospira interrogans"
"5752","Syncerus caffer","Morbillivirus Rinderpest virus","Syncerus caffer, Morbillivirus Rinderpest virus"
"5753","Syncerus caffer","Mycobacterium bovis","Syncerus caffer, Mycobacterium bovis"
"5754","Syncerus caffer","Mycobacterium tuberculosis","Syncerus caffer, Mycobacterium tuberculosis"
"5755","Syncerus caffer","Nairovirus Crimean-Congo hemorrhagic fever nairovirus","Syncerus caffer, Nairovirus Crimean-Congo hemorrhagic fever nairovirus"
"5756","Syncerus caffer","Orbivirus Bluetongue virus","Syncerus caffer, Orbivirus Bluetongue virus"
"5757","Syncerus caffer","Orthobunyavirus Akabane virus","Syncerus caffer, Orthobunyavirus Akabane virus"
"5758","Syncerus caffer","Parafilaria bassoni","Syncerus caffer, Parafilaria bassoni"
"5759","Syncerus caffer","Pestivirus Bovine viral diarrhea virus 1","Syncerus caffer, Pestivirus Bovine viral diarrhea virus 1"
"5760","Syncerus caffer","Phlebovirus Rift Valley phlebovirus","Syncerus caffer, Phlebovirus Rift Valley phlebovirus"
"5761","Syncerus caffer","Pneumovirus Bovine respiratory syncytial virus","Syncerus caffer, Pneumovirus Bovine respiratory syncytial virus"
"5762","Syncerus caffer","Psoroptes pienaari","Syncerus caffer, Psoroptes pienaari"
"5763","Syncerus caffer","Respirovirus Bovine parainfluenza virus 3","Syncerus caffer, Respirovirus Bovine parainfluenza virus 3"
"5764","Syncerus caffer","Rhadinovirus Bovine gammaherpesvirus 4","Syncerus caffer, Rhadinovirus Bovine gammaherpesvirus 4"
"5765","Syncerus caffer","Rhipicephalus appendiculatus","Syncerus caffer, Rhipicephalus appendiculatus"
"5766","Syncerus caffer","Rhipicephalus compositus","Syncerus caffer, Rhipicephalus compositus"
"5767","Syncerus caffer","Rhipicephalus decoloratus","Syncerus caffer, Rhipicephalus decoloratus"
"5768","Syncerus caffer","Rhipicephalus evertsi","Syncerus caffer, Rhipicephalus evertsi"
"5769","Syncerus caffer","Rhipicephalus follis","Syncerus caffer, Rhipicephalus follis"
"5770","Syncerus caffer","Rhipicephalus glabroscutatum","Syncerus caffer, Rhipicephalus glabroscutatum"
"5771","Syncerus caffer","Rhipicephalus longus","Syncerus caffer, Rhipicephalus longus"
"5772","Syncerus caffer","Rhipicephalus maculatus","Syncerus caffer, Rhipicephalus maculatus"
"5773","Syncerus caffer","Rhipicephalus muehlensi","Syncerus caffer, Rhipicephalus muehlensi"
"5774","Syncerus caffer","Rhipicephalus praetextatus","Syncerus caffer, Rhipicephalus praetextatus"
"5775","Syncerus caffer","Rhipicephalus pulchellus","Syncerus caffer, Rhipicephalus pulchellus"
"5776","Syncerus caffer","Rhipicephalus simus","Syncerus caffer, Rhipicephalus simus"
"5777","Syncerus caffer","Rhipicephalus ziemanni","Syncerus caffer, Rhipicephalus ziemanni"
"5778","Syncerus caffer","Rhodococcus equi","Syncerus caffer, Rhodococcus equi"
"5779","Syncerus caffer","Sataria nelsoni","Syncerus caffer, Sataria nelsoni"
"5780","Syncerus caffer","Simplexvirus Bovine alphaherpesvirus 2","Syncerus caffer, Simplexvirus Bovine alphaherpesvirus 2"
"5781","Syncerus caffer","Theileria buffeli","Syncerus caffer, Theileria buffeli"
"5782","Syncerus caffer","Theileria mutans","Syncerus caffer, Theileria mutans"
"5783","Syncerus caffer","Theileria parva","Syncerus caffer, Theileria parva"
"5784","Syncerus caffer","Toxoplasma gondii","Syncerus caffer, Toxoplasma gondii"
"5785","Syncerus caffer","Trypanosoma theileri","Syncerus caffer, Trypanosoma theileri"
"5786","Syncerus caffer","Varicellovirus Bovine alphaherpesvirus 1","Syncerus caffer, Varicellovirus Bovine alphaherpesvirus 1"
"5787","Tapirus indicus","Dermacentor steini","Tapirus indicus, Dermacentor steini"
"5788","Tapirus terrestris","Amblyomma ovale","Tapirus terrestris, Amblyomma ovale"
"5789","Tapirus terrestris","Amblyomma scalpturatum","Tapirus terrestris, Amblyomma scalpturatum"
"5790","Tapirus terrestris","Gilbertella persicaria","Tapirus terrestris, Gilbertella persicaria"
"5791","Tapirus terrestris","Haemaphysalis juxtakochi","Tapirus terrestris, Haemaphysalis juxtakochi"
"5792","Tapirus terrestris","Mucor guilliermondii","Tapirus terrestris, Mucor guilliermondii"
"5793","Tapirus terrestris","Pilobolus crystallinus","Tapirus terrestris, Pilobolus crystallinus"
"5794","Tapirus terrestris","Pilobolus lentiger","Tapirus terrestris, Pilobolus lentiger"
"5795","Tapirus terrestris","Tapironema coronatum","Tapirus terrestris, Tapironema coronatum"
"5796","Tarsius bancanus","Moniliformis tarsii","Tarsius bancanus, Moniliformis tarsii"
"5797","Tarsius bancanus","Tarsubulura perarmata","Tarsius bancanus, Tarsubulura perarmata"
"5798","Taurotragus oryx","Agriostomum gorgonis","Taurotragus oryx, Agriostomum gorgonis"
"5799","Taurotragus oryx","Amblyomma hebraeum","Taurotragus oryx, Amblyomma hebraeum"
"5800","Taurotragus oryx","Amblyomma marmoreum","Taurotragus oryx, Amblyomma marmoreum"
"5801","Taurotragus oryx","Amblyomma variegatum","Taurotragus oryx, Amblyomma variegatum"
"5802","Taurotragus oryx","Anaplasma marginale","Taurotragus oryx, Anaplasma marginale"
"5803","Taurotragus oryx","Anaplasma ovis","Taurotragus oryx, Anaplasma ovis"
"5804","Taurotragus oryx","Aphthovirus Foot-and-mouth disease virus","Taurotragus oryx, Aphthovirus Foot-and-mouth disease virus"
